in switch loop
1, -0.01733, -0.07983, 0.97058, 1.58691, 0.42725, 0.36621
18, -0.02515, -0.04834, 0.98059, 1.52588, 0.30518, 0.36621
35, -0.02563, -0.05042, 0.97778, 1.52588, 0.12207, 0.42725
52, -0.02502, -0.05151, 0.98096, 1.70898, 0.18311, 0.42725
69, -0.02515, -0.05078, 0.97742, 1.77002, 0.24414, 0.36621
86, -0.02576, -0.05103, 0.98022, 1.58691, 0.18311, 0.12207
103, -0.02600, -0.05115, 0.97827, 1.83105, 0.24414, 0.36621
120, -0.02698, -0.05005, 0.98035, 1.64795, 0.42725, 0.36621
137, -0.02612, -0.04993, 0.97827, 1.40381, 0.24414, 0.30518
154, -0.02637, -0.04919, 0.97949, 1.64795, 0.24414, 0.42725
171, -0.02478, -0.04993, 0.97827, 1.70898, 0.06104, 0.48828
188, -0.02490, -0.05176, 0.97888, 1.34277, 0.30518, 0.48828
205, -0.02454, -0.05127, 0.97815, 1.77002, 0.12207, 0.42725
222, -0.02612, -0.05078, 0.98047, 1.83105, 0.24414, 0.36621
239, -0.02527, -0.05017, 0.97803, 1.28174, 0.24414, 0.36621
256, -0.02576, -0.05017, 0.98120, 1.64795, 0.18311, 0.30518
273, -0.02612, -0.05054, 0.97839, 1.52588, 0.18311, 0.36621
290, -0.02612, -0.05017, 0.98047, 1.40381, 0.30518, 0.30518
307, -0.02600, -0.05029, 0.97913, 1.83105, 0.30518, 0.48828
324, -0.02612, -0.05090, 0.98108, 1.89209, 0.18311, 0.36621
341, -0.02539, -0.05078, 0.97827, 1.46484, 0.30518, 0.24414
358, -0.02722, -0.05200, 0.97913, 1.58691, 0.24414, 0.48828
375, -0.02686, -0.05017, 0.97815, 1.77002, 0.12207, 0.36621
392, -0.02466, -0.04871, 0.97998, 1.40381, 0.18311, 0.24414
409, -0.02515, -0.04968, 0.97876, 1.64795, 0.18311, 0.48828
426, -0.02454, -0.05042, 0.97864, 1.58691, 0.36621, 0.30518
443, -0.02502, -0.05164, 0.97913, 1.40381, 0.30518, 0.36621
460, -0.02563, -0.05212, 0.97815, 1.64795, 0.18311, 0.48828
477, -0.02625, -0.05151, 0.98096, 1.58691, 0.18311, 0.30518
494, -0.02490, -0.04980, 0.97974, 1.52588, 0.42725, 0.36621
511, -0.02600, -0.05029, 0.97925, 1.64795, 0.42725, 0.36621
528, -0.02710, -0.04993, 0.97986, 1.70898, 0.18311, 0.42725
545, -0.02661, -0.04980, 0.97925, 1.64795, 0.12207, 0.30518
562, -0.02612, -0.05017, 0.98059, 1.77002, 0.36621, 0.61035
579, -0.02563, -0.05029, 0.97900, 1.64795, 0.30518, 0.48828
596, -0.02380, -0.05090, 0.97852, 1.52588, 0.36621, 0.36621
613, -0.02527, -0.05139, 0.97839, 1.70898, 0.42725, 0.42725
630, -0.02686, -0.05090, 0.97839, 1.70898, 0.18311, 0.36621
647, -0.02563, -0.04895, 0.97827, 1.40381, 0.30518, 0.36621
664, -0.02661, -0.05054, 0.98010, 1.70898, 0.24414, 0.36621
681, -0.02515, -0.04944, 0.97803, 1.64795, 0.24414, 0.36621
698, -0.02551, -0.05103, 0.98083, 1.52588, 0.24414, 0.18311
715, -0.02478, -0.05151, 0.97876, 1.77002, 0.36621, 0.42725
732, -0.02539, -0.05127, 0.98096, 1.64795, 0.06104, 0.42725
749, -0.02600, -0.05127, 0.97754, 1.52588, 0.30518, 0.24414
766, -0.02563, -0.05029, 0.98108, 1.70898, 0.36621, 0.30518
783, -0.02588, -0.05005, 0.97803, 1.95312, 0.18311, 0.54932
800, -0.02649, -0.05017, 0.98047, 1.83105, 0.18311, 0.30518
817, -0.02661, -0.05054, 0.97803, 1.77002, 0.36621, 0.48828
834, -0.02637, -0.05115, 0.97864, 1.52588, 0.24414, 0.42725
851, -0.02527, -0.05115, 0.97827, 1.58691, 0.24414, 0.54932
868, -0.02454, -0.05139, 0.98035, 1.64795, 0.12207, 0.36621
885, -0.02478, -0.04968, 0.98108, 1.77002, 0.30518, 0.67139
902, -0.02502, -0.05029, 0.98059, 1.77002, 0.18311, 0.42725
919, -0.02612, -0.05005, 0.97864, 1.70898, 0.24414, 0.36621
936, -0.02600, -0.04956, 0.97900, 1.64795, 0.36621, 0.24414
953, -0.02515, -0.05029, 0.97888, 1.52588, 0.18311, 0.42725
970, -0.02588, -0.05017, 0.98108, 1.70898, 0.30518, 0.36621
987, -0.02661, -0.05115, 0.97852, 1.83105, 0.30518, 0.36621
1004, -0.02661, -0.05127, 0.98096, 1.46484, 0.24414, 0.24414
1021, -0.02502, -0.05042, 0.97656, 1.77002, 0.12207, 0.42725
1038, -0.02551, -0.05005, 0.98096, 1.64795, 0.06104, 0.36621
1055, -0.02466, -0.05017, 0.97717, 1.52588, 0.30518, 0.36621
1072, -0.02625, -0.05127, 0.98096, 1.70898, 0.12207, 0.48828
1089, -0.02551, -0.04993, 0.97766, 1.95312, 0.42725, 0.36621
1106, -0.02563, -0.05078, 0.97949, 1.52588, 0.30518, 0.42725
1123, -0.02563, -0.04993, 0.97961, 1.77002, 0.24414, 0.42725
1140, -0.02563, -0.05005, 0.97961, 1.52588, 0.18311, 0.36621
1157, -0.02551, -0.05139, 0.97852, 1.64795, 0.30518, 0.42725
1174, -0.02490, -0.05176, 0.98047, 1.77002, 0.24414, 0.54932
1191, -0.02551, -0.05078, 0.97913, 1.77002, 0.18311, 0.48828
1208, -0.02588, -0.05151, 0.97864, 1.64795, 0.18311, 0.36621
1225, -0.02612, -0.05042, 0.97876, 1.70898, 0.24414, 0.48828
1242, -0.02686, -0.04993, 0.98145, 1.52588, 0.12207, 0.54932
1259, -0.02625, -0.05029, 0.97815, 1.58691, 0.24414, 0.42725
1276, -0.02600, -0.05042, 0.97937, 1.77002, 0.36621, 0.48828
1293, -0.02600, -0.05115, 0.97852, 1.70898, 0.12207, 0.30518
1310, -0.02502, -0.05249, 0.97998, 1.58691, 0.18311, 0.42725
1327, -0.02502, -0.05151, 0.97815, 1.46484, 0.18311, 0.42725
1344, -0.02490, -0.05078, 0.97998, 1.40381, 0.24414, 0.24414
1361, -0.02515, -0.05029, 0.97864, 1.09863, 0.48828, 0.24414
1378, -0.02515, -0.05054, 0.98083, 1.34277, 0.36621, 0.42725
1395, -0.02710, -0.15564, 0.97375, 1.52588, 0.24414, -3.84521
1412, -0.02380, -0.05786, 0.97937, 1.58691, 0.91553, -17.08984
1429, -0.02454, -0.03943, 0.97852, 1.83105, 0.85449, -15.62500
1446, -0.01855, -0.04089, 0.98010, 1.58691, 0.73242, -11.53564
1463, -0.02039, -0.03357, 0.98071, 1.64795, 0.73242, -8.23975
1480, -0.02344, -0.03699, 0.97754, 1.70898, 0.42725, -4.82178
1497, -0.02771, -0.03369, 0.98071, 1.58691, 0.42725, -3.54004
1514, -0.02722, -0.05957, 0.97876, 1.52588, 0.18311, -1.89209
1531, -0.02283, -0.08679, 0.97888, 1.52588, 0.30518, -1.03760
1548, -0.02332, -0.08081, 0.98022, 1.83105, 0.42725, -0.06104
1565, -0.03088, -0.05090, 0.98047, 1.89209, 0.30518, 1.40381
1582, -0.02551, -0.08545, 0.97729, 1.64795, 0.24414, 1.83105
1599, -0.02612, -0.08716, 0.97839, 1.58691, 0.18311, 2.25830
1616, -0.02539, -0.08313, 0.97791, 1.70898, 0.12207, 2.92969
1633, -0.02539, -0.10168, 0.97510, 1.70898, 0.36621, 3.11279
1650, -0.02661, -0.08545, 0.97876, 1.46484, 0.24414, 4.27246
1667, -0.03711, -0.07202, 0.97998, 1.77002, 0.06104, 4.15039
1684, -0.03809, -0.06677, 0.98010, 1.83105, 0.06104, 4.02832
1701, -0.03186, -0.08545, 0.97583, 1.64795, 0.18311, 3.47900
1718, -0.02966, -0.07043, 0.97961, 1.64795, 0.12207, 2.80762
1735, -0.02917, -0.07434, 0.97827, 1.70898, 0.24414, 4.63867
1752, -0.03101, -0.06262, 0.98230, 1.77002, -0.06104, 5.24902
1769, -0.04041, -0.05994, 0.97668, 0.97656, 0.06104, 6.65283
1786, -0.03308, -0.09619, 0.97839, 1.83105, 0.06104, 6.83594
1803, -0.03528, -0.11365, 0.97742, 1.77002, -0.12207, 6.53076
1820, -0.03491, -0.11328, 0.97595, 1.89209, 0.06104, 7.81250
1837, -0.03748, -0.12402, 0.97168, 2.07520, -0.24414, 9.15527
1854, -0.04041, -0.09448, 0.97888, 2.01416, -0.12207, 11.71875
1871, -0.04578, -0.09058, 0.97571, 1.83105, -0.30518, 12.87842
1888, -0.03906, -0.06689, 0.97888, 1.89209, -0.18311, 13.24463
1905, -0.04297, -0.09277, 0.97717, 2.07520, -0.18311, 10.98633
1922, -0.04297, -0.05042, 0.98169, 1.64795, 0.06104, 7.75146
1939, -0.04370, -0.06018, 0.97839, 1.40381, 0.06104, 6.28662
1956, -0.02954, -0.06604, 0.98291, 1.03760, 0.12207, 6.89697
1973, -0.03418, -0.07935, 0.97534, 1.34277, -0.24414, 7.81250
1990, -0.04285, -0.05103, 0.97961, 1.58691, -0.36621, 7.14111
2007, -0.04919, -0.02100, 0.98120, 1.52588, -0.24414, 5.92041
2024, -0.04504, -0.03662, 0.97864, 1.46484, 0.00000, 4.69971
2041, -0.03223, -0.03979, 0.97864, 1.70898, 0.00000, 4.63867
2058, -0.02649, -0.04871, 0.97644, 1.64795, 0.12207, 6.40869
2075, -0.02380, -0.00684, 0.97937, 1.89209, -0.06104, 5.85937
2092, -0.03674, -0.03198, 0.97876, 1.89209, -0.06104, 5.00488
2109, -0.04224, -0.06140, 0.97852, 1.89209, 0.06104, 5.79834
2126, -0.04639, -0.06860, 0.97876, 1.95312, 0.12207, 6.04248
2143, -0.05139, -0.07532, 0.97827, 1.77002, 0.12207, 6.40869
2160, -0.03699, -0.08679, 0.97876, 1.58691, 0.00000, 6.95801
2177, -0.02686, -0.07581, 0.97620, 1.52588, 0.12207, 5.49316
2194, -0.02161, -0.03296, 0.98047, 1.83105, -0.06104, 3.11279
2211, -0.03711, -0.02698, 0.98267, 1.58691, 0.06104, 2.68555
2228, -0.03821, -0.01440, 0.98352, 1.89209, 0.06104, 2.62451
2245, -0.04419, -0.03418, 0.97925, 1.83105, 0.00000, 3.54004
2262, -0.02783, -0.03247, 0.97681, 1.77002, -0.06104, 6.04248
2279, -0.03406, -0.04199, 0.98010, 1.58691, -0.18311, 6.40869
2296, -0.03589, -0.05737, 0.97852, 2.01416, 0.06104, 2.92969
2313, -0.02515, -0.04065, 0.97864, 2.01416, 0.24414, 0.91553
2330, -0.02917, -0.01953, 0.98132, 1.70898, 0.12207, 0.00000
2347, -0.04431, -0.03699, 0.97925, 1.89209, 0.12207, 0.00000
2364, -0.04321, -0.03198, 0.97937, 1.52588, -0.06104, 0.67139
2381, -0.04565, -0.02661, 0.97986, 1.46484, 0.12207, 1.28174
2398, -0.03345, -0.05298, 0.97949, 2.07520, -0.06104, 0.30518
2415, -0.02563, -0.04480, 0.98010, 2.07520, -0.12207, -1.70898
2432, -0.03101, -0.03577, 0.98108, 1.70898, 0.30518, -4.21143
2449, -0.02966, -0.03149, 0.98096, 1.83105, 0.42725, -4.76074
2466, -0.03711, -0.00989, 0.97937, 1.83105, 0.18311, -3.47900
2483, -0.02820, -0.03003, 0.97729, 1.70898, 0.12207, -1.83105
2500, -0.04541, -0.05505, 0.97961, 1.83105, 0.18311, 0.61035
2517, -0.03418, -0.05225, 0.97913, 1.52588, 0.12207, 1.95312
2534, -0.03174, -0.03979, 0.97534, 1.46484, 0.12207, 2.99072
2551, -0.03040, -0.03113, 0.98267, 1.77002, 0.06104, 3.23486
2568, -0.04639, -0.04199, 0.98169, 1.89209, 0.06104, 4.27246
2585, -0.03601, -0.03589, 0.98132, 1.70898, 0.00000, 4.33350
2602, -0.03418, -0.05005, 0.97986, 1.70898, -0.12207, 5.18799
